QTPy channel,Samples averaged,ADC code,QTPy identifier
AI6,1000,32461.5,24ec4a1dc2b8
AI7,1000,32827.5,24ec4a1dc2b8
AI0,2000,32828.4,24ec4a1dc2b8
AI1,2000,32823.5,24ec4a1dc2b8
AI2,2000,32458.4,24ec4a1dc2b8
AI3,2000,32461.6,24ec4a1dc2b8
AI4,2000,32452.9,24ec4a1dc2b8
AI5,2000,32461.4,24ec4a1dc2b8
AI6,2000,32457.1,24ec4a1dc2b8
AI7,2000,32821.2,24ec4a1dc2b8
AI0,1,32846.0,24ec4a1dc2b8
AI1,1,33005.0,24ec4a1dc2b8
AI2,1,32410.0,24ec4a1dc2b8
AI3,1,32350.0,24ec4a1dc2b8
AI4,1,32449.0,24ec4a1dc2b8
AI5,1,32330.0,24ec4a1dc2b8
AI6,1,32529.0,24ec4a1dc2b8
AI7,1,32688.0,24ec4a1dc2b8
AI0,10,32810.6,24ec4a1dc2b8
AI1,10,32834.6,24ec4a1dc2b8
AI2,10,32409.4,24ec4a1dc2b8
AI3,10,32445.2,24ec4a1dc2b8
AI4,10,32326.2,24ec4a1dc2b8
AI5,10,32508.9,24ec4a1dc2b8
AI6,10,32500.9,24ec4a1dc2b8
AI7,10,32848.4,24ec4a1dc2b8
AI0,20,32853.3,24ec4a1dc2b8
AI1,20,32803.6,24ec4a1dc2b8
AI2,20,32434.4,24ec4a1dc2b8
AI3,20,32484.1,24ec4a1dc2b8
AI4,20,32426.5,24ec4a1dc2b8
AI5,20,32493.9,24ec4a1dc2b8
AI6,20,32505.9,24ec4a1dc2b8
AI7,20,32894.9,24ec4a1dc2b8
AI0,50,32804.7,24ec4a1dc2b8
AI1,50,32828.1,24ec4a1dc2b8
AI2,50,32411.6,24ec4a1dc2b8
AI3,50,32495.7,24ec4a1dc2b8
AI4,50,32469.1,24ec4a1dc2b8
AI5,50,32446.9,24ec4a1dc2b8
AI6,50,32490.2,24ec4a1dc2b8
AI7,50,32829.8,24ec4a1dc2b8
AI0,100,32825.9,24ec4a1dc2b8
AI1,100,32817.4,24ec4a1dc2b8
AI2,100,32453.1,24ec4a1dc2b8
AI3,100,32474.7,24ec4a1dc2b8
AI4,100,32462.2,24ec4a1dc2b8
AI5,100,32463.5,24ec4a1dc2b8
AI6,100,32439.3,24ec4a1dc2b8
AI7,100,32830.5,24ec4a1dc2b8
AI0,200,32831.3,24ec4a1dc2b8
AI1,200,32820.1,24ec4a1dc2b8
AI2,200,32455.0,24ec4a1dc2b8
AI3,200,32450.7,24ec4a1dc2b8
AI4,200,32452.6,24ec4a1dc2b8
AI5,200,32470.8,24ec4a1dc2b8
AI6,200,32482.6,24ec4a1dc2b8
AI7,200,32825.5,24ec4a1dc2b8
AI0,500,32826.9,24ec4a1dc2b8
AI1,500,32822.1,24ec4a1dc2b8
AI2,500,32470.9,24ec4a1dc2b8
AI3,500,32445.2,24ec4a1dc2b8
AI4,500,32465.2,24ec4a1dc2b8
AI5,500,32470.2,24ec4a1dc2b8
AI6,500,32464.8,24ec4a1dc2b8
AI7,500,32830.1,24ec4a1dc2b8
AI0,1000,32822.5,24ec4a1dc2b8
AI1,1000,32821.3,24ec4a1dc2b8
AI2,1000,32450.2,24ec4a1dc2b8
AI3,1000,32454.3,24ec4a1dc2b8
AI4,1000,32455.9,24ec4a1dc2b8
AI5,1000,32454.3,24ec4a1dc2b8
AI6,1000,32453.3,24ec4a1dc2b8
AI7,1000,32815.4,24ec4a1dc2b8
AI0,2000,32824.0,24ec4a1dc2b8
AI1,2000,32820.3,24ec4a1dc2b8
AI2,2000,32452.4,24ec4a1dc2b8
AI3,2000,32453.8,24ec4a1dc2b8
AI4,2000,32442.3,24ec4a1dc2b8
AI5,2000,32463.1,24ec4a1dc2b8
AI6,2000,32463.9,24ec4a1dc2b8
AI7,2000,32827.4,24ec4a1dc2b8
AI0,1,32886.0,24ec4a1dc2b8
AI1,1,33323.0,24ec4a1dc2b8
AI2,1,32310.0,24ec4a1dc2b8
AI3,1,32350.0,24ec4a1dc2b8
AI4,1,32211.0,24ec4a1dc2b8
AI5,1,32410.0,24ec4a1dc2b8
AI6,1,32568.0,24ec4a1dc2b8
AI7,1,32926.0,24ec4a1dc2b8
AI0,10,32882.2,24ec4a1dc2b8
AI1,10,32870.1,24ec4a1dc2b8
AI2,10,32451.2,24ec4a1dc2b8
AI3,10,32526.7,24ec4a1dc2b8
AI4,10,32447.3,24ec4a1dc2b8
AI5,10,32359.8,24ec4a1dc2b8
AI6,10,32536.7,24ec4a1dc2b8
AI7,10,32800.7,24ec4a1dc2b8
AI0,20,32841.4,24ec4a1dc2b8
AI1,20,32795.7,24ec4a1dc2b8
AI2,20,32556.4,24ec4a1dc2b8
AI3,20,32589.3,24ec4a1dc2b8
AI4,20,32466.2,24ec4a1dc2b8
